Elapsed_time,Sample,Type,Sub,Chan,Num,Aux
 2:31:34.084,2273521,     N,    0,    0,    0,
 2:31:34.936,2273734,     N,    0,    0,    0,
 2:31:35.788,2273947,     N,    0,    0,    0,
 2:31:36.656,2274164,     N,    0,    0,    0,
 2:31:37.520,2274380,     N,    0,    0,    0,
 2:31:38.372,2274593,     N,    0,    0,    0,
 2:31:39.192,2274798,     N,    0,    0,    0,
 2:31:40.024,2275006,     N,    0,    0,    0,
 2:31:40.876,2275219,     N,    0,    0,    0,
 2:31:41.684,2275421,     N,    0,    0,    0,
 2:31:42.112,2275528,     V,    0,    0,    0,
 2:31:43.412,2275853,     N,    0,    0,    0,
 2:31:44.300,2276075,     N,    0,    0,    0,
 2:31:45.196,2276299,     N,    0,    0,    0,
 2:31:46.044,2276511,     N,    0,    0,    0,
 2:31:46.840,2276710,     N,    0,    0,    0,
 2:31:47.680,2276920,     N,    0,    0,    0,
 2:31:48.528,2277132,     N,    0,    0,    0,
 2:31:49.332,2277333,     N,    0,    0,    0,
 2:31:50.168,2277542,     N,    0,    0,    0,
 2:31:51.032,2277758,     N,    0,    0,    0,
 2:31:51.860,2277965,     N,    0,    0,    0,
 2:31:52.736,2278184,     N,    0,    0,    0,
 2:31:53.604,2278401,     N,    0,    0,    0,
 2:31:54.484,2278621,     N,    0,    0,    0,
 2:31:54.928,2278732,     V,    0,    0,    0,
 2:31:56.216,2279054,     N,    0,    0,    0,
 2:31:57.056,2279264,     N,    0,    0,    0,
 2:31:57.860,2279465,     N,    0,    0,    0,
 2:31:58.660,2279665,     N,    0,    0,    0,
 2:31:59.460,2279865,     N,    0,    0,    0,
 2:32:00.256,2280064,     N,    0,    0,    0,
 2:32:01.048,2280262,     N,    0,    0,    0,
 2:32:01.832,2280458,     N,    0,    0,    0,
 2:32:02.640,2280660,     N,    0,    0,    0,
 2:32:03.460,2280865,     N,    0,    0,    0,
 2:32:04.296,2281074,     N,    0,    0,    0,
 2:32:05.116,2281279,     N,    0,    0,    0,
 2:32:05.968,2281492,     N,    0,    0,    0,
 2:32:06.828,2281707,     N,    0,    0,    0,
 2:32:07.696,2281924,     N,    0,    0,    0,
 2:32:08.544,2282136,     N,    0,    0,    0,
 2:32:09.400,2282350,     N,    0,    0,    0,
 2:32:09.928,2282482,     V,    0,    0,    0,
 2:32:11.220,2282805,     N,    0,    0,    0,
 2:32:12.096,2283024,     N,    0,    0,    0,
 2:32:12.948,2283237,     N,    0,    0,    0,
 2:32:13.824,2283456,     N,    0,    0,    0,
 2:32:14.684,2283671,     N,    0,    0,    0,
 2:32:15.552,2283888,     N,    0,    0,    0,
 2:32:16.392,2284098,     N,    0,    0,    0,
 2:32:17.236,2284309,     N,    0,    0,    0,
 2:32:18.096,2284524,     N,    0,    0,    0,
 2:32:18.968,2284742,     N,    0,    0,    0,
 2:32:19.872,2284968,     N,    0,    0,    0,
 2:32:20.740,2285185,     N,    0,    0,    0,
 2:32:21.600,2285400,     N,    0,    0,    0,
 2:32:22.484,2285621,     N,    0,    0,    0,
 2:32:23.384,2285846,     N,    0,    0,    0,
 2:32:24.264,2286066,     N,    0,    0,    0,
 2:32:25.116,2286279,     N,    0,    0,    0,
 2:32:25.552,2286388,     V,    0,    0,    0,
 2:32:26.904,2286726,     N,    0,    0,    0,
 2:32:27.772,2286943,     N,    0,    0,    0,
 2:32:28.624,2287156,     N,    0,    0,    0,
 2:32:29.492,2287373,     N,    0,    0,    0,
 2:32:30.340,2287585,     N,    0,    0,    0,
 2:32:31.196,2287799,     N,    0,    0,    0,
 2:32:32.028,2288007,     N,    0,    0,    0,
 2:32:32.856,2288214,     N,    0,    0,    0,
 2:32:33.720,2288430,     N,    0,    0,    0,
 2:32:34.596,2288649,     N,    0,    0,    0,
 2:32:35.472,2288868,     N,    0,    0,    0,
 2:32:36.332,2289083,     N,    0,    0,    0,
 2:32:37.228,2289307,     N,    0,    0,    0,
 2:32:38.128,2289532,     N,    0,    0,    0,
 2:32:39.048,2289762,     N,    0,    0,    0,
 2:32:39.920,2289980,     N,    0,    0,    0,
 2:32:40.808,2290202,     N,    0,    0,    0,
 2:32:41.700,2290425,     N,    0,    0,    0,
 2:32:42.588,2290647,     N,    0,    0,    0,
 2:32:43.460,2290865,     N,    0,    0,    0,
 2:32:44.320,2291080,     N,    0,    0,    0,
 2:32:45.192,2291298,     N,    0,    0,    0,
 2:32:46.068,2291517,     N,    0,    0,    0,
 2:32:46.928,2291732,     N,    0,    0,    0,
 2:32:47.792,2291948,     N,    0,    0,    0,
 2:32:48.200,2292050,     V,    0,    0,    0,
 2:32:49.488,2292372,     N,    0,    0,    0,
 2:32:50.352,2292588,     N,    0,    0,    0,
 2:32:51.204,2292801,     N,    0,    0,    0,
 2:32:52.044,2293011,     N,    0,    0,    0,
 2:32:52.892,2293223,     N,    0,    0,    0,
 2:32:53.724,2293431,     N,    0,    0,    0,
 2:32:54.592,2293648,     N,    0,    0,    0,
 2:32:55.448,2293862,     N,    0,    0,    0,
 2:32:56.288,2294072,     N,    0,    0,    0,
 2:32:57.176,2294294,     N,    0,    0,    0,
 2:32:58.068,2294517,     N,    0,    0,    0,
 2:32:58.980,2294745,     N,    0,    0,    0,
 2:32:59.880,2294970,     N,    0,    0,    0,
 2:33:00.768,2295192,     N,    0,    0,    0,
 2:33:01.692,2295423,     N,    0,    0,    0,
 2:33:02.612,2295653,     N,    0,    0,    0,
 2:33:03.524,2295881,     N,    0,    0,    0,
 2:33:04.428,2296107,     N,    0,    0,    0,
 2:33:05.352,2296338,     N,    0,    0,    0,
 2:33:06.264,2296566,     N,    0,    0,    0,
 2:33:07.152,2296788,     N,    0,    0,    0,
 2:33:08.020,2297005,     N,    0,    0,    0,
 2:33:08.896,2297224,     N,    0,    0,    0,
 2:33:09.760,2297440,     N,    0,    0,    0,
 2:33:10.624,2297656,     N,    0,    0,    0,
 2:33:11.484,2297871,     N,    0,    0,    0,
 2:33:12.344,2298086,     N,    0,    0,    0,
 2:33:13.216,2298304,     N,    0,    0,    0,
 2:33:14.084,2298521,     N,    0,    0,    0,
 2:33:14.948,2298737,     N,    0,    0,    0,
 2:33:15.808,2298952,     N,    0,    0,    0,
 2:33:16.668,2299167,     N,    0,    0,    0,
 2:33:17.548,2299387,     N,    0,    0,    0,
 2:33:18.420,2299605,     N,    0,    0,    0,
 2:33:19.284,2299821,     N,    0,    0,    0,
 2:33:20.164,2300041,     N,    0,    0,    0,
 2:33:20.588,2300147,     V,    0,    0,    0,
 2:33:21.896,2300474,     N,    0,    0,    0,
 2:33:22.760,2300690,     N,    0,    0,    0,
 2:33:23.600,2300900,     N,    0,    0,    0,
 2:33:24.448,2301112,     N,    0,    0,    0,
 2:33:25.300,2301325,     N,    0,    0,    0,
 2:33:26.152,2301538,     N,    0,    0,    0,
 2:33:26.996,2301749,     N,    0,    0,    0,
 2:33:27.836,2301959,     N,    0,    0,    0,
 2:33:28.696,2302174,     N,    0,    0,    0,
 2:33:29.576,2302394,     N,    0,    0,    0,
 2:33:30.448,2302612,     N,    0,    0,    0,
 2:33:31.312,2302828,     N,    0,    0,    0,
 2:33:31.736,2302934,     V,    0,    0,    0,
 2:33:33.068,2303267,     N,    0,    0,    0,
 2:33:33.952,2303488,     N,    0,    0,    0,
 2:33:34.808,2303702,     N,    0,    0,    0,
 2:33:35.684,2303921,     N,    0,    0,    0,
 2:33:36.552,2304138,     N,    0,    0,    0,
 2:33:37.404,2304351,     N,    0,    0,    0,
 2:33:38.248,2304562,     N,    0,    0,    0,
 2:33:39.100,2304775,     N,    0,    0,    0,
 2:33:39.536,2304884,     V,    0,    0,    0,
 2:33:40.800,2305200,     N,    0,    0,    0,
 2:33:41.632,2305408,     N,    0,    0,    0,
 2:33:42.456,2305614,     N,    0,    0,    0,
 2:33:43.304,2305826,     N,    0,    0,    0,
 2:33:44.144,2306036,     N,    0,    0,    0,
 2:33:44.984,2306246,     N,    0,    0,    0,
 2:33:45.828,2306457,     N,    0,    0,    0,
 2:33:46.676,2306669,     N,    0,    0,    0,
 2:33:47.556,2306889,     N,    0,    0,    0,
 2:33:48.432,2307108,     N,    0,    0,    0,
 2:33:49.308,2307327,     N,    0,    0,    0,
 2:33:50.176,2307544,     N,    0,    0,    0,
 2:33:51.060,2307765,     N,    0,    0,    0,
 2:33:51.948,2307987,     N,    0,    0,    0,
 2:33:52.400,2308100,     V,    0,    0,    0,
 2:33:53.684,2308421,     N,    0,    0,    0,
 2:33:54.540,2308635,     N,    0,    0,    0,
 2:33:55.408,2308852,     N,    0,    0,    0,
 2:33:56.264,2309066,     N,    0,    0,    0,
 2:33:57.112,2309278,     N,    0,    0,    0,
 2:33:57.948,2309487,     N,    0,    0,    0,
 2:33:58.808,2309702,     N,    0,    0,    0,
 2:33:59.680,2309920,     N,    0,    0,    0,
 2:34:00.536,2310134,     N,    0,    0,    0,
 2:34:01.372,2310343,     N,    0,    0,    0,
 2:34:02.212,2310553,     N,    0,    0,    0,
 2:34:03.072,2310768,     N,    0,    0,    0,
 2:34:03.952,2310988,     N,    0,    0,    0,
 2:34:04.812,2311203,     N,    0,    0,    0,
 2:34:05.660,2311415,     N,    0,    0,    0,
 2:34:06.548,2311637,     N,    0,    0,    0,
 2:34:07.428,2311857,     N,    0,    0,    0,
 2:34:08.304,2312076,     N,    0,    0,    0,
 2:34:09.184,2312296,     N,    0,    0,    0,
 2:34:10.052,2312513,     N,    0,    0,    0,
 2:34:10.944,2312736,     N,    0,    0,    0,
 2:34:11.816,2312954,     N,    0,    0,    0,
 2:34:12.672,2313168,     N,    0,    0,    0,
 2:34:13.516,2313379,     N,    0,    0,    0,
 2:34:14.364,2313591,     N,    0,    0,    0,
 2:34:15.216,2313804,     N,    0,    0,    0,
 2:34:16.060,2314015,     N,    0,    0,    0,
 2:34:16.900,2314225,     N,    0,    0,    0,
 2:34:17.760,2314440,     N,    0,    0,    0,
 2:34:18.172,2314543,     V,    0,    0,    0,
 2:34:19.448,2314862,     N,    0,    0,    0,
 2:34:20.288,2315072,     N,    0,    0,    0,
 2:34:21.112,2315278,     N,    0,    0,    0,
 2:34:21.936,2315484,     N,    0,    0,    0,
 2:34:22.784,2315696,     N,    0,    0,    0,
 2:34:23.612,2315903,     N,    0,    0,    0,
 2:34:24.428,2316107,     N,    0,    0,    0,
 2:34:25.252,2316313,     N,    0,    0,    0,
 2:34:26.092,2316523,     N,    0,    0,    0,
 2:34:26.960,2316740,     N,    0,    0,    0,
 2:34:27.852,2316963,     N,    0,    0,    0,
 2:34:28.704,2317176,     N,    0,    0,    0,
 2:34:29.140,2317285,     V,    0,    0,    0,
 2:34:30.448,2317612,     N,    0,    0,    0,
 2:34:31.308,2317827,     N,    0,    0,    0,
 2:34:32.164,2318041,     N,    0,    0,    0,
 2:34:33.000,2318250,     N,    0,    0,    0,
 2:34:33.856,2318464,     N,    0,    0,    0,
 2:34:34.708,2318677,     N,    0,    0,    0,
 2:34:35.548,2318887,     N,    0,    0,    0,
 2:34:36.392,2319098,     N,    0,    0,    0,
 2:34:37.236,2319309,     N,    0,    0,    0,
 2:34:37.668,2319417,     V,    0,    0,    0,
 2:34:38.944,2319736,     N,    0,    0,    0,
 2:34:39.816,2319954,     N,    0,    0,    0,
 2:34:40.652,2320163,     N,    0,    0,    0,
 2:34:41.496,2320374,     N,    0,    0,    0,
 2:34:42.344,2320586,     N,    0,    0,    0,
 2:34:43.208,2320802,     N,    0,    0,    0,
 2:34:44.052,2321013,     N,    0,    0,    0,
 2:34:44.896,2321224,     N,    0,    0,    0,
 2:34:45.756,2321439,     N,    0,    0,    0,
 2:34:46.236,2321559,     V,    0,    0,    0,
 2:34:47.476,2321869,     N,    0,    0,    0,
 2:34:48.312,2322078,     N,    0,    0,    0,
 2:34:49.144,2322286,     N,    0,    0,    0,
 2:34:49.980,2322495,     N,    0,    0,    0,
 2:34:50.816,2322704,     N,    0,    0,    0,
 2:34:51.648,2322912,     N,    0,    0,    0,
 2:34:52.492,2323123,     N,    0,    0,    0,
 2:34:53.352,2323338,     N,    0,    0,    0,
 2:34:54.228,2323557,     N,    0,    0,    0,
 2:34:55.116,2323779,     N,    0,    0,    0,
 2:34:55.988,2323997,     N,    0,    0,    0,
 2:34:56.864,2324216,     N,    0,    0,    0,
 2:34:57.320,2324330,     V,    0,    0,    0,
 2:34:58.612,2324653,     N,    0,    0,    0,
 2:34:59.476,2324869,     N,    0,    0,    0,
 2:35:00.328,2325082,     N,    0,    0,    0,
 2:35:01.172,2325293,     N,    0,    0,    0,
 2:35:02.032,2325508,     N,    0,    0,    0,
 2:35:02.888,2325722,     N,    0,    0,    0,
 2:35:03.728,2325932,     N,    0,    0,    0,
 2:35:04.596,2326149,     N,    0,    0,    0,
 2:35:05.448,2326362,     N,    0,    0,    0,
 2:35:06.320,2326580,     N,    0,    0,    0,
 2:35:07.192,2326798,     N,    0,    0,    0,
 2:35:08.036,2327009,     N,    0,    0,    0,
 2:35:08.572,2327143,     V,    0,    0,    0,
 2:35:09.772,2327443,     N,    0,    0,    0,
 2:35:10.640,2327660,     N,    0,    0,    0,
 2:35:11.480,2327870,     N,    0,    0,    0,
 2:35:12.324,2328081,     N,    0,    0,    0,
 2:35:13.172,2328293,     N,    0,    0,    0,
 2:35:14.020,2328505,     N,    0,    0,    0,
 2:35:14.864,2328716,     N,    0,    0,    0,
 2:35:15.700,2328925,     N,    0,    0,    0,
 2:35:16.540,2329135,     N,    0,    0,    0,
 2:35:17.080,2329270,     V,    0,    0,    0,
 2:35:18.236,2329559,     N,    0,    0,    0,
 2:35:19.044,2329761,     N,    0,    0,    0,
 2:35:19.880,2329970,     N,    0,    0,    0,
 2:35:20.696,2330174,     N,    0,    0,    0,
 2:35:21.504,2330376,     N,    0,    0,    0,
 2:35:22.268,2330567,     N,    0,    0,    0,
 2:35:23.068,2330767,     N,    0,    0,    0,
 2:35:23.864,2330966,     N,    0,    0,    0,
 2:35:24.644,2331161,     N,    0,    0,    0,
 2:35:25.420,2331355,     N,    0,    0,    0,
 2:35:26.224,2331556,     N,    0,    0,    0,
 2:35:27.040,2331760,     N,    0,    0,    0,
 2:35:27.860,2331965,     N,    0,    0,    0,
 2:35:28.664,2332166,     N,    0,    0,    0,
 2:35:29.496,2332374,     N,    0,    0,    0,
 2:35:30.344,2332586,     N,    0,    0,    0,
 2:35:31.196,2332799,     N,    0,    0,    0,
 2:35:31.648,2332912,     V,    0,    0,    0,
 2:35:32.888,2333222,     N,    0,    0,    0,
 2:35:33.724,2333431,     N,    0,    0,    0,
 2:35:34.556,2333639,     N,    0,    0,    0,
 2:35:35.360,2333840,     N,    0,    0,    0,
 2:35:36.156,2334039,     N,    0,    0,    0,
 2:35:36.976,2334244,     N,    0,    0,    0,
 2:35:37.784,2334446,     N,    0,    0,    0,
 2:35:38.600,2334650,     N,    0,    0,    0,
 2:35:39.408,2334852,     N,    0,    0,    0,
 2:35:40.232,2335058,     N,    0,    0,    0,
 2:35:41.072,2335268,     N,    0,    0,    0,
 2:35:41.924,2335481,     N,    0,    0,    0,
 2:35:42.776,2335694,     N,    0,    0,    0,
 2:35:43.620,2335905,     N,    0,    0,    0,
 2:35:44.480,2336120,     N,    0,    0,    0,
 2:35:45.352,2336338,     N,    0,    0,    0,
 2:35:46.212,2336553,     N,    0,    0,    0,
 2:35:47.080,2336770,     N,    0,    0,    0,
 2:35:47.952,2336988,     N,    0,    0,    0,
 2:35:48.376,2337094,     V,    0,    0,    0,
 2:35:49.716,2337429,     N,    0,    0,    0,
 2:35:50.572,2337643,     N,    0,    0,    0,
 2:35:51.404,2337851,     N,    0,    0,    0,
 2:35:52.240,2338060,     N,    0,    0,    0,
 2:35:53.080,2338270,     N,    0,    0,    0,
 2:35:53.900,2338475,     N,    0,    0,    0,
 2:35:54.720,2338680,     N,    0,    0,    0,
 2:35:55.560,2338890,     N,    0,    0,    0,
 2:35:56.408,2339102,     N,    0,    0,    0,
 2:35:57.268,2339317,     N,    0,    0,    0,
 2:35:58.128,2339532,     N,    0,    0,    0,
 2:35:58.968,2339742,     N,    0,    0,    0,
 2:35:59.528,2339882,     V,    0,    0,    0,
 2:36:00.800,2340200,     N,    0,    0,    0,
 2:36:01.668,2340417,     N,    0,    0,    0,
 2:36:02.520,2340630,     N,    0,    0,    0,
 2:36:03.364,2340841,     N,    0,    0,    0,
 2:36:04.192,2341048,     N,    0,    0,    0,
 2:36:04.956,2341239,     N,    0,    0,    0,
 2:36:05.720,2341430,     N,    0,    0,    0,
 2:36:06.500,2341625,     N,    0,    0,    0,
 2:36:07.280,2341820,     N,    0,    0,    0,
 2:36:08.092,2342023,     N,    0,    0,    0,
 2:36:08.892,2342223,     N,    0,    0,    0,
 2:36:09.692,2342423,     N,    0,    0,    0,
 2:36:10.508,2342627,     N,    0,    0,    0,
 2:36:11.304,2342826,     N,    0,    0,    0,
 2:36:12.128,2343032,     N,    0,    0,    0,
 2:36:12.972,2343243,     N,    0,    0,    0,
 2:36:13.392,2343348,     V,    0,    0,    0,
 2:36:14.628,2343657,     N,    0,    0,    0,
 2:36:15.480,2343870,     N,    0,    0,    0,
 2:36:16.296,2344074,     N,    0,    0,    0,
 2:36:17.116,2344279,     N,    0,    0,    0,
 2:36:17.932,2344483,     N,    0,    0,    0,
 2:36:18.748,2344687,     N,    0,    0,    0,
 2:36:19.572,2344893,     N,    0,    0,    0,
 2:36:20.428,2345107,     N,    0,    0,    0,
 2:36:21.340,2345335,     N,    0,    0,    0,
 2:36:22.256,2345564,     N,    0,    0,    0,
 2:36:23.160,2345790,     N,    0,    0,    0,
 2:36:24.080,2346020,     N,    0,    0,    0,
 2:36:24.964,2346241,     N,    0,    0,    0,
 2:36:25.856,2346464,     N,    0,    0,    0,
 2:36:26.764,2346691,     N,    0,    0,    0,
 2:36:27.196,2346799,     V,    0,    0,    0,
 2:36:28.576,2347144,     N,    0,    0,    0,
 2:36:29.488,2347372,     N,    0,    0,    0,
 2:36:30.360,2347590,     N,    0,    0,    0,
 2:36:31.204,2347801,     N,    0,    0,    0,
 2:36:32.060,2348015,     N,    0,    0,    0,
 2:36:32.932,2348233,     N,    0,    0,    0,
 2:36:33.816,2348454,     N,    0,    0,    0,
 2:36:34.688,2348672,     N,    0,    0,    0,
 2:36:35.536,2348884,     N,    0,    0,    0,
 2:36:36.392,2349098,     N,    0,    0,    0,
 2:36:37.264,2349316,     N,    0,    0,    0,
 2:36:38.148,2349537,     N,    0,    0,    0,
 2:36:39.040,2349760,     N,    0,    0,    0,
 2:36:39.480,2349870,     V,    0,    0,    0,
 2:36:40.788,2350197,     N,    0,    0,    0,
 2:36:41.672,2350418,     N,    0,    0,    0,
 2:36:42.520,2350630,     N,    0,    0,    0,
 2:36:43.368,2350842,     N,    0,    0,    0,
 2:36:44.204,2351051,     N,    0,    0,    0,
 2:36:45.008,2351252,     N,    0,    0,    0,
 2:36:45.812,2351453,     N,    0,    0,    0,
 2:36:46.612,2351653,     N,    0,    0,    0,
 2:36:47.432,2351858,     N,    0,    0,    0,
 2:36:48.268,2352067,     N,    0,    0,    0,
 2:36:49.124,2352281,     N,    0,    0,    0,
 2:36:49.548,2352387,     V,    0,    0,    0,
 2:36:50.828,2352707,     N,    0,    0,    0,
 2:36:51.708,2352927,     N,    0,    0,    0,
 2:36:52.520,2353130,     N,    0,    0,    0,
 2:36:53.348,2353337,     N,    0,    0,    0,
 2:36:54.192,2353548,     N,    0,    0,    0,
 2:36:55.020,2353755,     N,    0,    0,    0,
 2:36:55.864,2353966,     N,    0,    0,    0,
 2:36:56.724,2354181,     N,    0,    0,    0,
 2:36:57.548,2354387,     N,    0,    0,    0,
 2:36:58.392,2354598,     N,    0,    0,    0,
 2:36:59.284,2354821,     N,    0,    0,    0,
 2:37:00.196,2355049,     N,    0,    0,    0,
 2:37:01.060,2355265,     N,    0,    0,    0,
 2:37:01.888,2355472,     N,    0,    0,    0,
 2:37:02.764,2355691,     N,    0,    0,    0,
 2:37:03.616,2355904,     N,    0,    0,    0,
 2:37:04.460,2356115,     N,    0,    0,    0,
 2:37:05.280,2356320,     N,    0,    0,    0,
 2:37:06.116,2356529,     N,    0,    0,    0,
 2:37:06.952,2356738,     N,    0,    0,    0,
 2:37:07.772,2356943,     N,    0,    0,    0,
 2:37:08.576,2357144,     N,    0,    0,    0,
 2:37:09.400,2357350,     N,    0,    0,    0,
 2:37:10.232,2357558,     N,    0,    0,    0,
 2:37:11.076,2357769,     N,    0,    0,    0,
 2:37:11.536,2357884,     V,    0,    0,    0,
 2:37:12.792,2358198,     N,    0,    0,    0,
 2:37:13.636,2358409,     N,    0,    0,    0,
 2:37:14.468,2358617,     N,    0,    0,    0,
 2:37:15.300,2358825,     N,    0,    0,    0,
 2:37:16.124,2359031,     N,    0,    0,    0,
 2:37:16.936,2359234,     N,    0,    0,    0,
 2:37:17.772,2359443,     N,    0,    0,    0,
 2:37:18.640,2359660,     N,    0,    0,    0,
 2:37:19.508,2359877,     N,    0,    0,    0,
 2:37:20.352,2360088,     N,    0,    0,    0,
 2:37:20.792,2360198,     V,    0,    0,    0,
 2:37:22.100,2360525,     N,    0,    0,    0,
 2:37:22.976,2360744,     N,    0,    0,    0,
 2:37:23.824,2360956,     N,    0,    0,    0,
 2:37:24.652,2361163,     N,    0,    0,    0,
 2:37:25.508,2361377,     N,    0,    0,    0,
 2:37:26.352,2361588,     N,    0,    0,    0,
 2:37:27.184,2361796,     N,    0,    0,    0,
 2:37:28.016,2362004,     N,    0,    0,    0,
 2:37:28.856,2362214,     N,    0,    0,    0,
 2:37:29.696,2362424,     N,    0,    0,    0,
 2:37:30.536,2362634,     N,    0,    0,    0,
 2:37:31.376,2362844,     N,    0,    0,    0,
 2:37:32.216,2363054,     N,    0,    0,    0,
 2:37:33.080,2363270,     N,    0,    0,    0,
 2:37:33.928,2363482,     N,    0,    0,    0,
 2:37:34.776,2363694,     N,    0,    0,    0,
 2:37:35.616,2363904,     N,    0,    0,    0,
 2:37:36.484,2364121,     N,    0,    0,    0,
